 "month" "caisson" "hours" "month" "caisson" "hours" "match?"
918 2014-10-01 5 66 2008-10-01 5 288009 FALSE
919 2014-11-01 5 81 2008-11-01 5 230689 FALSE
920 2014-12-01 5 74 2008-12-01 5 346455 FALSE
921 2015-01-01 5 96 2009-01-01 5 231192 FALSE
922 2015-02-01 5 93 2009-02-01 5 231455 FALSE
923 2015-03-01 5 86 2009-03-01 5 231703 FALSE
924 2015-04-01 5 44 2009-04-01 5 289822 FALSE
925 2015-05-01 5 65 2009-05-01 5 232022 FALSE
926 1998-10-01 6 0 2009-06-01 5 290208 FALSE
927 1998-11-01 6 2535 2009-07-01 5 290383 FALSE
928 1998-12-01 6 2897 2009-08-01 5 290620 FALSE
929 1999-01-01 6 2793 2009-09-01 5 232707 FALSE
930 1999-02-01 6 1902 2009-10-01 5 291102 FALSE
931 1999-03-01 6 2066 2009-11-01 5 291438 FALSE
932 1999-04-01 6 2390 2009-12-01 5 233417 FALSE
933 1999-05-01 6 1926 2010-01-01 5 116816 FALSE
934 1999-06-01 6 1590 2010-02-01 5 233812 FALSE
935 1999-07-01 6 1851 2010-03-01 5 292509 FALSE
936 1999-08-01 6 1225 2010-04-01 5 234200 FALSE
937 1999-09-01 6 1680 2010-05-01 5 292987 FALSE
938 1999-10-01 6 1469 2010-06-01 5 293233 FALSE
939 1999-11-01 6 2170 2010-07-01 5 293485 FALSE
940 1999-12-01 6 2175 2010-08-01 5 293842 FALSE
941 2000-01-01 6 2653 2010-09-01 5 294233 FALSE
942 2000-02-01 6 2097 2010-10-01 5 294686 FALSE
943 2000-03-01 6 3779 2010-11-01 5 295245 FALSE
944 2000-04-01 6 1942 2010-12-01 5 236683 FALSE
945 2000-05-01 6 1717 2011-01-01 5 297143 FALSE
946 2000-06-01 6 1452 2011-02-01 5 242267 FALSE
947 2000-07-01 6 1434 2011-03-01 5 15344 FALSE
948 2000-08-01 6 1166 2011-04-01 5 15949 FALSE
949 2000-09-01 6 1376 2011-05-01 5 20681 FALSE
950 2000-10-01 6 1946 2011-06-01 5 21365 FALSE
951 2000-11-01 6 2117 2011-07-01 5 17814 FALSE
952 2000-12-01 6 2221 2011-08-01 5 22969 FALSE
953 2001-01-01 6 1747 2011-09-01 5 23653 FALSE
954 2001-02-01 6 1515 2011-10-01 5 24517 FALSE
955 2001-03-01 6 1680 2011-11-01 5 20262 FALSE
956 2001-04-01 6 628 2011-12-01 5 26136 FALSE
957 2001-05-01 6 688 2012-01-01 5 27383 FALSE
958 2001-06-01 6 1489 2012-02-01 5 33833 FALSE
959 2001-07-01 6 1043 2012-03-01 5 23412 FALSE
960 2001-08-01 6 1033 2012-04-01 5 30052 FALSE
961 2001-09-01 6 1315 2012-05-01 5 24550 FALSE
962 2001-10-01 6 1653 2012-06-01 5 25065 FALSE
963 2001-11-01 6 1739 2012-07-01 5 32066 FALSE
964 2001-12-01 6 1898 2012-08-01 5 32737 FALSE
965 2002-01-01 6 1519 2012-09-01 5 26778 FALSE
966 2002-02-01 6 1532 2012-10-01 5 34321 FALSE
967 2002-03-01 6 1374 2012-11-01 5 42070 FALSE
968 2002-04-01 6 1028 2012-12-01 5 36205 FALSE
969 2002-05-01 6 1599 2013-01-01 5 36770 FALSE
970 2002-06-01 6 1218 2013-02-01 5 30049 FALSE
971 2002-07-01 6 1158 2013-03-01 5 30585 FALSE
972 2002-08-01 6 1220 2013-04-01 5 38862 FALSE
973 2002-09-01 6 821 2013-05-01 5 39410 FALSE
974 2002-10-01 6 859 2013-06-01 5 32053 FALSE
975 2002-11-01 6 1680 2013-07-01 5 302 FALSE
976 2002-12-01 6 1543 2013-08-01 5 780 FALSE
977 2003-01-01 6 1562 2013-09-01 5 1379 FALSE
978 2003-02-01 6 1381 2013-10-01 5 1967 FALSE
979 2003-03-01 6 716 2013-11-01 5 2636 FALSE
980 2003-04-01 6 782 2013-12-01 5 2661 FALSE
981 2003-05-01 6 757 2014-01-01 5 4035 FALSE
982 2003-06-01 6 738 2014-02-01 5 4027 FALSE
983 2003-07-01 6 800 2014-03-01 5 6182 FALSE
984 2003-08-01 6 914 2014-04-01 5 6766 FALSE
985 2003-09-01 6 646 2014-05-01 5 5862 FALSE
986 2003-10-01 6 796 2014-06-01 5 7870 FALSE
987 2003-11-01 6 1001 2014-07-01 5 8291 FALSE
988 2003-12-01 6 868 2014-08-01 5 7025 FALSE
989 2004-01-01 6 1088 2014-09-01 5 9342 FALSE
990 2004-02-01 6 506 2014-10-01 5 10024 FALSE
991 2004-03-01 6 846 2014-11-01 5 8663 FALSE
992 2004-04-01 6 1011 2014-12-01 5 11691 FALSE
993 2004-05-01 6 1660 2015-01-01 5 10130 FALSE
994 2004-07-01 6 866 2015-02-01 5 13406 FALSE
995 2004-08-01 6 528 2015-03-01 5 14204 FALSE
996 2004-09-01 6 520 2015-04-01 5 14761 FALSE
997 2004-10-01 6 900 2015-05-01 5 12305 FALSE
998 2004-11-01 6 947 1998-10-01 6 5383 FALSE
999 2004-12-01 6 913 1998-11-01 6 7625 FALSE
1000 2005-01-01 6 1712 1998-12-01 6 6871 FALSE
1001 2005-02-01 6 571 1999-01-01 6 7439 FALSE
1002 2005-04-01 6 664 1999-02-01 6 8013 FALSE
1003 2005-05-01 6 714 1999-03-01 6 10799 FALSE
1004 2005-06-01 6 572 1999-04-01 6 9240 FALSE
1005 2005-07-01 6 498 1999-05-01 6 9656 FALSE
1006 2005-08-01 6 798 1999-06-01 6 12701 FALSE
1007 2005-09-01 6 551 1999-07-01 6 10830 FALSE
1008 2005-10-01 6 616 1999-08-01 6 13921 FALSE
1009 2005-11-01 6 840 1999-09-01 6 11526 FALSE
1010 2005-12-01 6 963 1999-10-01 6 11980 FALSE
1011 2006-01-01 6 1628 1999-11-01 6 12570 FALSE
1012 2006-03-01 6 663 1999-12-01 6 16462 FALSE
1013 2006-04-01 6 720 2000-01-01 6 13745 FALSE
1014 2006-05-01 6 551 2000-02-01 6 18188 FALSE
1015 2006-06-01 6 754 2000-03-01 6 15488 FALSE
1016 2006-07-01 6 746 2000-04-01 6 15886 FALSE
1017 2006-09-01 6 704 2000-05-01 6 20401 FALSE
1018 2006-10-01 6 796 2000-06-01 6 16662 FALSE
1019 2006-11-01 6 542 2000-07-01 6 16948 FALSE
1020 2006-12-01 6 481 2000-08-01 6 21574 FALSE
1021 2007-01-01 6 275 2000-09-01 6 17621 FALSE
1022 2007-02-01 6 239 2000-10-01 6 18071 FALSE
1023 2007-03-01 6 296 2000-11-01 6 23289 FALSE
1024 2007-04-01 6 152 2000-12-01 6 19127 FALSE
1025 2007-05-01 6 189 2001-01-01 6 24378 FALSE
1026 2007-06-01 6 174 2001-02-01 6 19926 FALSE
1027 2007-08-01 6 332 2001-03-01 6 20323 FALSE
1028 2007-09-01 6 262 2001-04-01 6 20694 FALSE
1029 2007-10-01 6 167 2001-05-01 6 26385 FALSE
1030 2007-11-01 6 281 2001-06-01 6 21391 FALSE
1031 2008-01-01 6 187 2001-07-01 6 21669 FALSE
1032 2008-02-01 6 292 2001-08-01 6 21910 FALSE
1033 2008-03-01 6 108 2001-09-01 6 22196 FALSE
1034 2008-05-01 6 79 2001-10-01 6 28305 FALSE
1035 2008-06-01 6 141 2001-11-01 6 23078 FALSE
1036 2008-08-01 6 87 2001-12-01 6 17545 FALSE
1037 2008-09-01 6 66 2002-01-01 6 5916 FALSE
1038 2008-10-01 6 76 2002-02-01 6 24164 FALSE
1039 2008-11-01 6 87 2002-03-01 6 24444 FALSE
1040 2008-12-01 6 155 2002-04-01 6 30927 FALSE
1041 2009-02-01 6 135 2002-05-01 6 25031 FALSE
1042 2009-03-01 6 152 2002-06-01 6 25362 FALSE
1043 2009-04-01 6 63 2002-07-01 6 25638 FALSE
1044 2009-05-01 6 91 2002-08-01 6 25942 FALSE
1045 2009-06-01 6 99 2002-09-01 6 26373 FALSE
1046 2009-07-01 6 85 2002-10-01 6 33646 FALSE
1047 2009-08-01 6 190 2002-11-01 6 20456 FALSE
1048 2009-10-01 6 55 2002-12-01 6 34636 FALSE
1049 2009-11-01 6 332 2003-01-01 6 28064 FALSE
1050 2010-01-01 6 249 2003-02-01 6 28388 FALSE
1051 2010-02-01 6 209 2003-03-01 6 36016 FALSE
1052 2010-03-01 6 274 2003-04-01 6 29184 FALSE
1053 2010-05-01 6 127 2003-05-01 6 29522 FALSE
1054 2010-06-01 6 110 2003-06-01 6 29836 FALSE
1055 2010-07-01 6 108 2003-07-01 6 37776 FALSE
1056 2010-08-01 6 97 2003-08-01 6 30489 FALSE
1057 2010-09-01 6 118 2003-09-01 6 38423 FALSE
1058 2010-10-01 6 226 2003-10-01 6 30958 FALSE
1059 2010-11-01 6 653 2003-11-01 6 31163 FALSE
1060 2010-12-01 6 495 2003-12-01 6 39231 FALSE
1061 2011-01-01 6 2269 2004-01-01 6 31621 FALSE
1062 2011-02-01 6 1397 2004-02-01 6 31814 FALSE
1063 2011-03-01 6 1651 2004-03-01 6 40045 FALSE
1064 2011-05-01 6 534 2004-04-01 6 32243 FALSE
1065 2011-06-01 6 545 2004-05-01 6 40576 FALSE
1066 2011-07-01 6 602 2004-06-01 6 24499 FALSE
1067 2011-08-01 6 398 2004-07-01 6 32825 FALSE
1068 2011-09-01 6 494 2004-08-01 6 41231 FALSE
1069 2011-10-01 6 1294 2004-09-01 6 33163 FALSE
1070 2011-12-01 6 899 2004-10-01 6 33493 FALSE
1071 2012-01-01 6 1223 2004-11-01 6 42349 FALSE
1072 2012-02-01 6 1213 2004-12-01 6 34171 FALSE
1073 2012-04-01 6 1129 2005-01-01 6 43129 FALSE
1074 2012-05-01 6 368 2005-02-01 6 34754 FALSE
1075 2012-06-01 6 419 2005-03-01 6 34948 FALSE
1076 2012-07-01 6 503 2005-04-01 6 43945 FALSE
1077 2012-08-01 6 708 2005-05-01 6 35416 FALSE
1078 2012-09-01 6 690 2005-06-01 6 44539 FALSE
1079 2012-10-01 6 835 2005-07-01 6 35927 FALSE
1080 2012-11-01 6 967 2005-08-01 6 45210 FALSE
1081 2012-12-01 6 814 2005-09-01 6 45458 FALSE
1082 2013-01-01 6 634 2005-10-01 6 45810 FALSE
1083 2013-02-01 6 779 2005-11-01 6 46193 FALSE
1084 2013-03-01 6 493 2005-12-01 6 37239 FALSE
1085 2013-04-01 6 295 2006-01-01 6 47059 FALSE
1086 2013-05-01 6 372 2006-02-01 6 37951 FALSE
1087 2013-06-01 6 421 2006-03-01 6 47673 FALSE
1088 2013-07-01 6 406 2006-04-01 6 38374 FALSE
1089 2013-08-01 6 247 2006-05-01 6 48242 FALSE
1090 2013-09-01 6 371 2006-06-01 6 58208 FALSE
1091 2013-10-01 6 728 2006-07-01 6 39062 FALSE
1092 2013-11-01 6 580 2006-08-01 6 39275 FALSE
1093 2013-12-01 6 479 2006-09-01 6 49346 FALSE
1094 2014-01-01 6 591 2006-10-01 6 49706 FALSE
1095 2014-02-01 6 546 2006-11-01 6 49930 FALSE
1096 2014-03-01 6 1338 2006-12-01 6 50089 FALSE
1097 2014-04-01 6 286 2007-01-01 6 50212 FALSE
1098 2014-05-01 6 216 2007-02-01 6 50309 FALSE
1099 2014-06-01 6 184 2007-03-01 6 60468 FALSE
1100 2014-07-01 6 228 2007-04-01 6 40362 FALSE
1101 2014-08-01 6 374 2007-05-01 6 50359 FALSE
1102 2014-09-01 6 499 2007-06-01 6 50597 FALSE
1103 2014-10-01 6 627 2007-07-01 6 40583 FALSE
1104 2014-11-01 6 902 2007-08-01 6 50834 FALSE
1105 2014-12-01 6 687 2007-09-01 6 40746 FALSE
1106 2015-01-01 6 537 2007-10-01 6 51000 FALSE
1107 2015-02-01 6 487 2007-11-01 6 61260 FALSE
1108 2015-03-01 6 543 2007-12-01 6 40881 FALSE
1109 2015-04-01 6 152 2008-01-01 6 51171 FALSE
1110 2015-05-01 6 207 2008-02-01 6 61475 FALSE
1111 1998-10-01 7 0 2008-03-01 6 61530 FALSE
1112 1998-11-01 7 584 2008-04-01 6 41040 FALSE
1113 1998-12-01 7 576 2008-05-01 6 51316 FALSE
1114 1999-01-01 7 477 2008-06-01 6 51341 FALSE
1115 1999-02-01 7 239 2008-07-01 6 30820 FALSE
1116 1999-03-01 7 176 2008-08-01 6 51380 FALSE
1117 1999-04-01 7 119 2008-09-01 6 51404 FALSE
1118 1999-05-01 7 114 2008-10-01 6 51427 FALSE
1119 1999-06-01 7 65 2008-11-01 6 41163 FALSE
1120 1999-07-01 7 68 2008-12-01 6 61774 FALSE
1121 1999-08-01 7 58 2009-01-01 6 41204 FALSE
1122 1999-09-01 7 112 2009-02-01 6 41255 FALSE
1123 1999-10-01 7 266 2009-03-01 6 41296 FALSE
1124 1999-11-01 7 466 2009-04-01 6 51644 FALSE
1125 1999-12-01 7 369 2009-05-01 6 41335 FALSE
1126 2000-01-01 7 302 2009-06-01 6 51700 FALSE
1127 2000-02-01 7 172 2009-07-01 6 51726 FALSE
1128 2000-03-01 7 582 2009-08-01 6 51762 FALSE
1129 2000-04-01 7 192 2009-09-01 6 41418 FALSE
1130 2000-05-01 7 98 2009-10-01 6 51787 FALSE
1131 2000-06-01 7 40 2009-11-01 6 51865 FALSE
1132 2000-07-01 7 27 2009-12-01 6 41570 FALSE
1133 2000-08-01 7 31 2010-01-01 6 20816 FALSE
1134 2000-09-01 7 155 2010-02-01 6 41682 FALSE
1135 2000-10-01 7 266 2010-03-01 6 52160 FALSE
1136 2000-11-01 7 419 2010-04-01 6 41761 FALSE
1137 2000-12-01 7 276 2010-05-01 6 52237 FALSE
1138 2001-01-01 7 127 2010-06-01 6 52274 FALSE
1139 2001-02-01 7 106 2010-07-01 6 52303 FALSE
1140 2001-03-01 7 86 2010-08-01 6 52334 FALSE
1141 2001-04-01 7 78 2010-09-01 6 52403 FALSE
1142 2001-05-01 7 61 2010-10-01 6 52548 FALSE
1143 2001-06-01 7 53 2010-11-01 6 52811 FALSE
1144 2001-07-01 7 41 2010-12-01 6 42650 FALSE
1145 2001-08-01 7 48 2011-01-01 6 54079 FALSE
1146 2001-09-01 7 83 2011-02-01 6 54827 FALSE
1147 2001-10-01 7 88 2011-03-01 6 44255 FALSE
1148 2001-11-01 7 126 2011-04-01 6 44459 FALSE
1149 2001-12-01 7 157 2011-05-01 6 55791 FALSE
1150 2002-01-01 7 95 2011-06-01 6 55979 FALSE
1151 2002-02-01 7 143 2011-07-01 6 44991 FALSE
1152 2002-03-01 7 142 2011-08-01 6 56430 FALSE
1153 2002-04-01 7 63 2011-09-01 6 56659 FALSE
1154 2002-05-01 7 76 2011-10-01 6 56991 FALSE
1155 2002-06-01 7 44 2011-11-01 6 45897 FALSE
1156 2002-07-01 7 40 2011-12-01 6 57769 FALSE
1157 2002-08-01 7 47 2012-01-01 6 58296 FALSE
1158 2002-09-01 7 64 2012-02-01 6 70253 FALSE
1159 2002-10-01 7 112 2012-03-01 6 47178 FALSE
1160 2002-11-01 7 142 2012-04-01 6 59196 FALSE
1161 2002-12-01 7 111 2012-05-01 6 47473 FALSE
1162 2003-01-01 7 130 2012-06-01 6 47688 FALSE
1163 2003-02-01 7 106 2012-07-01 6 60128 FALSE
1164 2003-03-01 7 82 2012-08-01 6 60472 FALSE
1165 2003-04-01 7 88 2012-09-01 6 48631 FALSE
1166 2003-05-01 7 66 2012-10-01 6 61283 FALSE
1167 2003-06-01 7 53 2012-11-01 6 74341 FALSE
1168 2003-07-01 7 72 2012-12-01 6 62447 FALSE
1169 2003-08-01 7 49 2013-01-01 6 62708 FALSE
1170 2003-09-01 7 39 2013-02-01 6 50335 FALSE
1171 2003-10-01 7 55 2013-03-01 6 50438 FALSE
1172 2003-11-01 7 69 2013-04-01 6 63149 FALSE
1173 2003-12-01 7 82 2013-05-01 6 63251 FALSE
1174 2004-01-01 7 94 2013-06-01 6 50714 FALSE
1175 2004-02-01 7 61 2013-07-01 6 63459 FALSE
1176 2004-03-01 7 50 2013-08-01 6 63627 FALSE
1177 2004-04-01 7 19 2013-09-01 6 63895 FALSE
1178 2004-05-01 7 82 2013-10-01 6 64225 FALSE
1179 2004-07-01 7 68 2013-11-01 6 64457 FALSE
1180 2004-08-01 7 46 2013-12-01 6 51743 FALSE
1181 2004-09-01 7 93 2014-01-01 6 64990 FALSE
1182 2004-10-01 7 85 2014-02-01 6 52323 FALSE
1183 2004-11-01 7 83 2014-03-01 6 65829 FALSE
1184 2004-12-01 7 72 2014-04-01 6 65930 FALSE
1185 2005-01-01 7 149 2014-05-01 6 52816 FALSE
1186 2005-02-01 7 53 2014-06-01 6 66127 FALSE
1187 2005-04-01 7 57 2014-07-01 6 66231 FALSE
1188 2005-05-01 7 48 2014-08-01 6 53144 FALSE
1189 2005-06-01 7 48 2014-09-01 6 66724 FALSE
1190 2005-07-01 7 49 2014-10-01 6 67038 FALSE
1191 2005-08-01 7 42 2014-11-01 6 53940 FALSE
1192 2005-09-01 7 42 2014-12-01 6 67714 FALSE
1193 2005-10-01 7 69 2015-01-01 6 54394 FALSE
1194 2005-11-01 7 36 2015-02-01 6 68164 FALSE
1195 2005-12-01 7 86 2015-03-01 6 68387 FALSE
1196 2006-01-01 7 153 2015-04-01 6 68471 FALSE
1197 2006-03-01 7 58 2015-05-01 6 54841 FALSE
1198 2006-04-01 7 52 1998-10-01 7 32142 FALSE
1199 2006-05-01 7 41 1998-11-01 7 40486 FALSE
1200 2006-06-01 7 138 1998-12-01 7 32580 FALSE
1201 2006-07-01 7 65 1999-01-01 7 32693 FALSE
1202 2006-09-01 7 52 1999-02-01 7 32765 FALSE
1203 2006-10-01 7 84 1999-03-01 7 41031 FALSE
1204 2006-11-01 7 51 1999-04-01 7 32857 FALSE
1205 2006-12-01 7 53 1999-05-01 7 32876 FALSE
1206 2007-01-01 7 49 1999-06-01 7 41109 FALSE
1207 2007-02-01 7 48 1999-07-01 7 32898 FALSE
1208 2007-03-01 7 83 1999-08-01 7 41129 FALSE
1209 2007-04-01 7 49 1999-09-01 7 32962 FALSE
1210 2007-05-01 7 41 1999-10-01 7 33084 FALSE
1211 2007-06-01 7 43 1999-11-01 7 33236 FALSE
1212 2007-08-01 7 46 1999-12-01 7 41704 FALSE
1213 2007-09-01 7 49 2000-01-01 7 33444 FALSE
1214 2007-10-01 7 40 2000-02-01 7 41941 FALSE
1215 2007-11-01 7 83 2000-03-01 7 33761 FALSE
1216 2008-01-01 7 45 2000-04-01 7 33810 FALSE
1217 2008-02-01 7 48 2000-05-01 7 42305 FALSE
1218 2008-03-01 7 37 2000-06-01 7 33857 FALSE
1219 2008-05-01 7 42 2000-07-01 7 33867 FALSE
1220 2008-06-01 7 83 2000-08-01 7 42364 FALSE
1221 2008-08-01 7 43 2000-09-01 7 33964 FALSE
1222 2008-09-01 7 42 2000-10-01 7 34094 FALSE
1223 2008-10-01 7 42 2000-11-01 7 42784 FALSE
1224 2008-11-01 7 51 2000-12-01 7 34310 FALSE
1225 2008-12-01 7 85 2001-01-01 7 42924 FALSE
1226 2009-02-01 7 48 2001-02-01 7 34363 FALSE
1227 2009-03-01 7 46 2001-03-01 7 34384 FALSE
1228 2009-04-01 7 40 2001-04-01 7 34400 FALSE
1229 2009-05-01 7 45 2001-05-01 7 43008 FALSE
1230 2009-06-01 7 39 2001-06-01 7 34412 FALSE
1231 2009-07-01 7 41 2001-07-01 7 34414 FALSE
1232 2009-08-01 7 84 2001-08-01 7 34421 FALSE
1233 2009-10-01 7 44 2001-09-01 7 34439 FALSE
1234 2009-11-01 7 81 2001-10-01 7 43080 FALSE
1235 2010-01-01 7 48 2001-11-01 7 34507 FALSE
1236 2010-02-01 7 41 2001-12-01 7 25904 FALSE
1237 2010-03-01 7 81 2002-01-01 7 8639 FALSE
1238 2010-05-01 7 46 2002-02-01 7 34617 FALSE
1239 2010-06-01 7 62 2002-03-01 7 34641 FALSE
1240 2010-07-01 7 42 2002-04-01 7 43318 FALSE
1241 2010-08-01 7 45 2002-05-01 7 34667 FALSE
1242 2010-09-01 7 41 2002-06-01 7 34668 FALSE
1243 2010-10-01 7 44 2002-07-01 7 34672 FALSE
1244 2010-11-01 7 46 2002-08-01 7 34675 FALSE
1245 2010-12-01 7 43 2002-09-01 7 34695 FALSE
1246 2011-01-01 7 100 2002-10-01 7 43411 FALSE
1247 2011-02-01 7 91 2002-11-01 7 26074 FALSE
1248 2011-03-01 7 98 2002-12-01 7 43500 FALSE
1249 2011-05-01 7 52 2003-01-01 7 34831 FALSE
1250 2011-06-01 7 42 2003-02-01 7 34854 FALSE
1251 2011-07-01 7 84 2003-03-01 7 43603 FALSE
1252 2011-08-01 7 39 2003-04-01 7 34902 FALSE
1253 2011-09-01 7 43 2003-05-01 7 34907 FALSE
1254 2011-10-01 7 92 2003-06-01 7 34908 FALSE
1255 2011-12-01 7 54 2003-07-01 7 43654 FALSE
1256 2012-01-01 7 59 2003-08-01 7 34924 FALSE
1257 2012-02-01 7 83 2003-09-01 7 43657 FALSE
1258 2012-04-01 7 50 2003-10-01 7 34937 FALSE
1259 2012-05-01 7 50 2003-11-01 7 34953 FALSE
1260 2012-06-01 7 62 2003-12-01 7 43714 FALSE
1261 2012-07-01 7 39 2004-01-01 7 34996 FALSE
1262 2012-08-01 7 48 2004-02-01 7 35006 FALSE
1263 2012-09-01 7 43 2004-03-01 7 43776 FALSE
1264 2012-10-01 7 42 2004-04-01 7 35029 FALSE
1265 2012-11-01 7 50 2004-05-01 7 43800 FALSE
1266 2012-12-01 7 44 2004-06-01 7 26286 FALSE
1267 2013-01-01 7 44 2004-07-01 7 35063 FALSE
1268 2013-02-01 7 50 2004-08-01 7 43845 FALSE
1269 2013-03-01 7 39 2004-09-01 7 35084 FALSE
1270 2013-04-01 7 42 2004-10-01 7 35106 FALSE
1271 2013-05-01 7 46 2004-11-01 7 43904 FALSE
1272 2013-06-01 7 42 2004-12-01 7 35137 FALSE
1273 2013-07-01 7 41 2005-01-01 7 43948 FALSE
1274 2013-08-01 7 42 2005-02-01 7 35170 FALSE
1275 2013-09-01 7 48 2005-03-01 7 35177 FALSE
1276 2013-10-01 7 44 2005-04-01 7 43978 FALSE
1277 2013-11-01 7 44 2005-05-01 7 35187 FALSE
1278 2013-12-01 7 43 2005-06-01 7 43990 FALSE
1279 2014-01-01 7 53 2005-07-01 7 35195 FALSE
1280 2014-02-01 7 38 2005-08-01 7 43996 FALSE
1281 2014-03-01 7 51 2005-09-01 7 44004 FALSE
1282 2014-04-01 7 42 2005-10-01 7 44017 FALSE
1283 2014-05-01 7 45 2005-11-01 7 44027 FALSE
1284 2014-06-01 7 44 2005-12-01 7 35236 FALSE
1285 2014-07-01 7 44 2006-01-01 7 44071 FALSE
1286 2014-08-01 7 44 2006-02-01 7 35263 FALSE
1287 2014-09-01 7 42 2006-03-01 7 44084 FALSE
1288 2014-10-01 7 50 2006-04-01 7 35268 FALSE
1289 2014-11-01 7 47 2006-05-01 7 44093 FALSE
1290 2014-12-01 7 45 2006-06-01 7 52919 FALSE
1291 2015-01-01 7 50 2006-07-01 7 35295 FALSE
1292 2015-02-01 7 43 2006-08-01 7 35299 FALSE
1293 2015-03-01 7 54 2006-09-01 7 44136 FALSE
1294 2015-04-01 7 50 2006-10-01 7 44147 FALSE
1295 2015-05-01 7 46 2006-11-01 7 44152 FALSE
1296 1998-10-01 8 0 2006-12-01 7 44157 FALSE
1297 1998-11-01 8 599 2007-01-01 7 44160 FALSE
1298 1998-12-01 8 467 2007-02-01 7 44160 FALSE
1299 1999-01-01 8 300 2007-03-01 7 52997 FALSE
1300 1999-02-01 8 189 2007-04-01 7 35332 FALSE
1301 1999-03-01 8 137 2007-05-01 7 44165 FALSE
1302 1999-04-01 8 120 2007-06-01 7 44167 FALSE
1303 1999-05-01 8 149 2007-07-01 7 35336 FALSE
1304 1999-06-01 8 137 2007-08-01 7 44170 FALSE
1305 1999-07-01 8 48 2007-09-01 7 35336 FALSE
1306 1999-08-01 8 41 2007-10-01 7 44170 FALSE
1307 1999-09-01 8 140 2007-11-01 7 53004 FALSE
1308 1999-10-01 8 189 2007-12-01 7 35336 FALSE
1309 1999-11-01 8 344 2008-01-01 7 44170 FALSE
1310 1999-12-01 8 202 2008-02-01 7 53004 FALSE
1311 2000-01-01 8 178 2008-03-01 7 53004 FALSE
1312 2000-02-01 8 76 2008-04-01 7 35336 FALSE
1313 2000-03-01 8 211 2008-05-01 7 44170 FALSE
1314 2000-04-01 8 121 2008-06-01 7 44170 FALSE
1315 2000-05-01 8 82 2008-07-01 7 26502 FALSE
1316 2000-06-01 8 57 2008-08-01 7 44170 FALSE
1317 2000-07-01 8 83 2008-09-01 7 44170 FALSE
1318 2000-08-01 8 60 2008-10-01 7 44174 FALSE
1319 2000-09-01 8 76 2008-11-01 7 35343 FALSE
1320 2000-10-01 8 179 2008-12-01 7 53016 FALSE
1321 2000-11-01 8 215 2009-01-01 7 35344 FALSE
1322 2000-12-01 8 118 2009-02-01 7 35344 FALSE
1323 2001-01-01 8 53 2009-03-01 7 35344 FALSE
1324 2001-02-01 8 37 2009-04-01 7 44180 FALSE
1325 2001-03-01 8 39 2009-05-01 7 35344 FALSE
1326 2001-04-01 8 37 2009-06-01 7 44180 FALSE
1327 2001-05-01 8 34 2009-07-01 7 44180 FALSE
1328 2001-06-01 8 43 2009-08-01 7 44180 FALSE
1329 2001-07-01 8 29 2009-09-01 7 35344 FALSE
1330 2001-08-01 8 33 2009-10-01 7 44180 FALSE
1331 2001-09-01 8 35 2009-11-01 7 44180 FALSE
1332 2001-10-01 8 35 2009-12-01 7 35344 FALSE
1333 2001-11-01 8 42 2010-01-01 7 17673 FALSE
1334 2001-12-01 8 68 2010-02-01 7 35348 FALSE
1335 2002-01-01 8 46 2010-03-01 7 44185 FALSE
1336 2002-02-01 8 40 2010-04-01 7 35348 FALSE
1337 2002-03-01 8 33 2010-05-01 7 44193 FALSE
1338 2002-04-01 8 28 2010-06-01 7 44195 FALSE
1339 2002-05-01 8 32 2010-07-01 7 44195 FALSE
1340 2002-06-01 8 29 2010-08-01 7 44195 FALSE
1341 2002-07-01 8 30 2010-09-01 7 44197 FALSE
1342 2002-08-01 8 36 2010-10-01 7 44200 FALSE
1343 2002-09-01 8 29 2010-11-01 7 44203 FALSE
1344 2002-10-01 8 36 2010-12-01 7 35372 FALSE
1345 2002-11-01 8 46 2011-01-01 7 44240 FALSE
1346 2002-12-01 8 30 2011-02-01 7 44254 FALSE
1347 2003-01-01 8 33 2011-03-01 7 35404 FALSE
1348 2003-02-01 8 30 2011-04-01 7 35405 FALSE
1349 2003-03-01 8 27 2011-05-01 7 44260 FALSE
1350 2003-04-01 8 28 2011-06-01 7 44264 FALSE
1351 2003-05-01 8 29 2011-07-01 7 35424 FALSE
1352 2003-06-01 8 31 2011-08-01 7 44280 FALSE
1353 2003-07-01 8 39 2011-09-01 7 44283 FALSE
1354 2003-08-01 8 38 2011-10-01 7 44285 FALSE
1355 2003-09-01 8 29 2011-11-01 7 35430 FALSE
1356 2003-10-01 8 31 2011-12-01 7 44292 FALSE
1357 2003-11-01 8 32 2012-01-01 7 44300 FALSE
1358 2003-12-01 8 31 2012-02-01 7 53160 FALSE
1359 2004-01-01 8 35 2012-03-01 7 35440 FALSE
1360 2004-02-01 8 28 2012-04-01 7 44303 FALSE
1361 2004-03-01 8 25 2012-05-01 7 35448 FALSE
1362 2004-04-01 8 31 2012-06-01 7 35452 FALSE
1363 2004-05-01 8 53 2012-07-01 7 44315 FALSE
1364 2004-07-01 8 34 2012-08-01 7 44315 FALSE
1365 2004-08-01 8 32 2012-09-01 7 35452 FALSE
1366 2004-09-01 8 30 2012-10-01 7 44317 FALSE
1367 2004-10-01 8 35 2012-11-01 7 53184 FALSE
1368 2004-11-01 8 26 2012-12-01 7 44321 FALSE
